cleaning,cleaned_x,predicted_sentiment
presiden joko widodo resmi istana negara ikn nusantara jumat oktober tweet indonesia hebat indonesia maju indonesia emas,presiden joko widodo resmi istana negara ikn nusantara jumat oktober tweet indonesia hebat indonesia maju indonesia emas,neutral
hari slh acara temu prabowo dg rawan jokowi gibran bicara dg salah elit pdip blg prabowo dpt dukung dr rawan jokowi gak percaya dn blg rawan prabowo  dukung jokowi stlh prabowo jd menhan simple bilang bukti tgl feb,hari slh acara temu prabowo rawan jokowi gibran bicara salah elit pdip blg prabowo dpt dukung rawan jokowi gak percaya blg rawan prabowo dukung jokowi stlh prabowo menhan simple bilang bukti tgl feb,negative
kpk dalam terang ubedilah badrun duga kkn putra jokowi gibran kaesang,kpk dalam terang ubedilah badrun duga kkn putra jokowi gibran kaesang,neutral
kalo doi beneran tum golkar negara beneran asai keluarga jokowi anjir eksekutif gibran wapres kaesang otw cawagub dkijateng kalo tp amit bobby walkot medan otw cagub sumut yudikatif anwar usman hakim konstitusi ex,kalo doi beneran tum golkar negara beneran asai keluarga jokowi anjir eksekutif gibran wapres kaesang otw cawagub dkijateng kalo amit bobby walkot medan otw cagub sumut yudikatif anwar usman hakim konstitusi,negative
ya jokowi nama pdip simbiosis mutualisme pdip jokowi klaim pdip megawati jokowi posisi ketiak pdip gibran menang jokowi lenggang tum golkar,jokowi nama pdip simbiosis mutualisme pdip jokowi klaim pdip megawati jokowi posisi ketiak pdip gibran menang jokowi lenggang tum golkar,negative
gagal adu domba prabowo vs gibran coba adu domba sby vs jokowi emang spesialis adu domba krn ngelawan isu ga masuk akar rumput demo komedi darurat kmrn jg jd leluconmakanya focus adu domba sesuai perintah majikan wkwkw,gagal adu domba prabowo gibran coba adu domba sby jokowi emang spesialis adu domba krn ngelawan isu masuk akar rumput demo komedi darurat kmrn leluconmakanya focus adu domba sesuai perintah majikan wkwkw,negative
menteri jokowi jual gibran pake bansos zulkifli hasan kasih bansos blt kasih bansos blt  suka jokowi ngkat tangan jokowi pan pan jokowi dukung gibran cocoook gibran sopo,menteri jokowi jual gibran pake bansos zulkifli hasan kasih bansos blt kasih bansos blt suka jokowi ngkat tangan jokowi pan pan jokowi dukung gibran cocoook gibran sopo,neutral
batalin pilgub dki buangbuang apbn pimpin terus pilgub nya dualisme pimpin,batalin pilgub dki buangbuang apbn pimpin terus pilgub nya dualisme pimpin,positive
dukung ganjar mahfudnya negatif suka lihat pdip megawati kuasa dukung prabowo gibran orang percaya jokowi lanjut program negatif urus mk,dukung ganjar mahfudnya negatif suka lihat pdip megawati kuasa dukung prabowo gibran orang percaya jokowi lanjut program negatif urus,positive
fufufafa gibran tumbal bangsa rakus jokowi,fufufafa gibran tumbal bangsa rakus jokowi,positive
tahan kuasa militer gera rakyat pro demokrasi  upaya guling gibran oleh kursi wakil presiden dr manipulasi koruptif presiden joko widodo  tlh cipta bijak promodalampantikelas buruhpetani,tahan kuasa militer gera rakyat pro demokrasi upaya guling gibran oleh kursi wakil presiden manipulasi koruptif presiden joko widodo tlh cipta bijak promodalampantikelas buruhpetani,neutral
sambang jokowi solo prabowo mobil gibran,sambang jokowi solo prabowo mobil gibran,negative
jokowi cemad gibran acuh gibran dicuekin prabowo mulyono lirik,jokowi cemad gibran acuh gibran dicuekin prabowo mulyono lirik,positive
terkahir jokowi sdh lame duck selameducknya gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,terkahir jokowi sdh lame duck selameducknya gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,negative
nepotisme jokowi calon gibran wakil presiden presiden jokowi tinggal istana jabat kuasa ganti prabowo subianto lantik oktober periode,nepotisme jokowi calon gibran wakil presiden presiden jokowi tinggal istana jabat kuasa ganti prabowo subianto lantik oktober periode,neutral
mahasiswa muak satria naufal koordinator pusat bem indonesia gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,mahasiswa muak satria naufal koordinator pusat bem indonesia gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,neutral
mulyono sales produk lokal kalo istri gibran harga tas juta fufufafa,mulyono sales produk lokal kalo istri gibran harga tas juta fufufafa,neutral
kasar main,kasar main,negative
cia mossad aja kalah intel bocor alus isa tau obrol jokowi iriana obrol kaesang gibran rapat keluarga obrol istana tau obrol diam prabowo jg tau wkwkw lindungin uu pers bebas ngehoax suka,cia mossad aja kalah intel bocor alus isa tau obrol jokowi iriana obrol kaesang gibran rapat keluarga obrol istana tau obrol diam prabowo tau wkwkw lindungin pers bebas ngehoax suka,negative
kalo tunjuk hasil foodestate gunungmas tanam singkong sebut gibran debat kasih hadiah umroh gratis fakta program canang jokowi tugas prabowo kemenhan gagal tanah hektar,kalo tunjuk hasil foodestate gunungmas tanam singkong sebut gibran debat kasih hadiah umroh gratis fakta program canang jokowi tugas prabowo kemenhan gagal tanah hektar,negative
fufufafa usak negara didik anak watak fufufafa guru bangsa guru bangsat negara kuras habis kaya alam kaya uang apbn cekak jokowi tanggung gibran lantik,fufufafa usak negara didik anak watak fufufafa guru bangsa guru bangsat negara kuras habis kaya alam kaya uang apbn cekak jokowi tanggung gibran lantik,negative
polisi tegas kerumun massa gibran lindung uu polisi kerumun cipta proses pilkada atur uu pandang sobat republika sila tulis komentar,polisi tegas kerumun massa gibran lindung polisi kerumun cipta proses pilkada atur pandang sobat republika sila tulis komentar,neutral
jokowi prabowo temu solo gibran makan siang,jokowi prabowo temu solo gibran makan siang,negative
jokowi jd bemper biar benalu nyerang udah ad kelompok  adu domba prabowo gibran jabat bangsa negara penting rakyat jokowi pasang badan,jokowi bemper biar benalu nyerang udah kelompok adu domba prabowo gibran jabat bangsa negara penting rakyat jokowi pasang badan,neutral
gibran makan siang jokowi prabowo solo,gibran makan siang jokowi prabowo solo,negative
sektor infrastruktur salah fokus utama era perintah joko widodo jokowi tingkat konektivitas rangsang tumbuh ekonomi wilayah tanah air gibran hots rp bisseck,sektor infrastruktur salah fokus utama era perintah joko widodo jokowi tingkat konektivitas rangsang tumbuh ekonomi wilayah tanah air gibran hots bisseck,neutral
jokowi mundur gibran sungkur jokowi lengser gibran geser,jokowi mundur gibran sungkur jokowi lengser gibran geser,negative
bawah pimpin presiden jokowi dorong programprogram tuju tingkat sejahtera masyarakat program kis kip bantu sosial bawa dampak positif signifikan gibran hots rp bisseck,bawah pimpin presiden jokowi dorong programprogram tuju tingkat sejahtera masyarakat program kis kip bantu sosial bawa dampak positif signifikan gibran hots bisseck,positive
munuver jelang lengser kursi presiden hawatir nasib gibran tdk lantik sama dgn presiden pilih prabowo subianto tap mpr,munuver jelang lengser kursi presiden hawatir nasib gibran tdk lantik sama dgn presiden pilih prabowo subianto tap mpr,negative
periode perintah presiden jokowi tinggal sejmlh capai bangun infrastruktur dr muh basir m ketua pcnu kab pangkep nilai kerja presiden jokowi bidang bangun infrastruktur layak apresiasi gibran hots rp,periode perintah presiden jokowi tinggal sejmlh capai bangun infrastruktur muh basir ketua pcnu kab pangkep nilai kerja presiden jokowi bidang bangun infrastruktur layak apresiasi gibran hots,negative
berita gembira prosedur dlm ganti wapres sesuai uu  laku moga  bangsa sekian dn terima kasih,berita gembira prosedur dlm ganti wapres sesuai laku moga bangsa sekian terima kasih,positive
kerja nyata perintah jokowi bangun infrastruktur perata bangun daerah tuk tingkat ekonomi masyarakat gibran hots rp bisseck malming sterling,kerja nyata perintah jokowi bangun infrastruktur perata bangun daerah tuk tingkat ekonomi masyarakat gibran hots bisseck malming sterling,positive
jokowi prabowo goda peluang masuk kabinet prabowogibran nihil sebentar dunia heboh dg narasi konspirasi mulyono cawecawe,jokowi prabowo goda peluang masuk kabinet prabowogibran nihil sebentar dunia heboh narasi konspirasi mulyono cawecawe,neutral
rencana mpr ri undang tokoh lantik presidenwakil presiden pilih periode,rencana mpr undang tokoh lantik presidenwakil presiden pilih periode,negative
beda  standar janda ala keluarga tweet amp walikota via seleksi rakyat amp usung juang rommy soekarno lolos dpr krn orang dngn urut atas mundur ntuk ngasih slot tiket senayan dinasti  lebih monarki,beda standar janda ala keluarga tweet amp walikota via seleksi rakyat amp usung juang rommy soekarno lolos dpr krn orang dngn urut atas mundur ntuk ngasih slot tiket senayan dinasti lebih monarki,neutral
 lanjut roy suryo polisi rekawan jokowi ken tau sih rawan jokowi percaya bhw fufufafa gibran,lanjut roy suryo polisi rekawan jokowi ken tau sih rawan jokowi percaya bhw fufufafa gibran,negative
naik fufufafa tahta jokowi jabat periode tuduh main isu fufufafa alias gibran rakabuming raka sodor damping prabowo subianto pakai rumus,naik fufufafa tahta jokowi jabat periode tuduh main isu fufufafa alias gibran rakabuming raka sodor damping prabowo subianto pakai rumus,negative
programprogram jokowi utk penting masyarakat adil program bantu sosial perintah upaya kurang senjang sosial cipta masyarakat adil gibran hots rp bisseck,programprogram jokowi utk penting masyarakat adil program bantu sosial perintah upaya kurang senjang sosial cipta masyarakat adil gibran hots bisseck,positive
jokowi ngaku campur susun kabinet prabowogibran anda campur tangan  tau sumber,jokowi ngaku campur susun kabinet prabowogibran anda campur tangan tau sumber,negative
moga jokowi gibran beneran kader golkar bikin banteng bawah depan psi golkar kawal gibran smp ri periode negara butuh sosok  tdk bs kendali tum sosok gibran amp ahy,moga jokowi gibran beneran kader golkar bikin banteng bawah depan psi golkar kawal gibran smp periode negara butuh sosok tdk kendali tum sosok gibran amp ahy,negative
tweet jejak digital emang legend,tweet jejak digital emang legend,neutral
ada gibran libat hasyim kabinet dll bbrp berita media indikator rprabowo jokowi prabowo persis jokowi sukses akun media dukung,ada gibran libat hasyim kabinet dll bbrp berita media indikator rprabowo jokowi prabowo persis jokowi sukses akun media dukung,negative
wakil presiden ri pilih gibran rakabuming raka peran sang ayah presiden joko widodo jokowi kabinet perintah prabowo subianto gibran jokowi masuk kabinet perintah,wakil presiden pilih gibran rakabuming raka peran sang ayah presiden joko widodo jokowi kabinet perintah prabowo subianto gibran jokowi masuk kabinet perintah,neutral
gibran raka mantap kuasa sangkut etik kemarin trah jokowi kerja cak imin belibet tegang banget bossku napas mahfud dasar alam,gibran raka mantap kuasa sangkut etik kemarin trah jokowi kerja cak imin belibet tegang banget bossku napas mahfud dasar alam,positive
jokowi gibran kaesang anwar usman lapor kpk duga nepotisme erick s paat koordinator tim bela demokrasi indonesia erick kuasa hukum politis pdip emir moeis suap proyek pltu tarah lampung,jokowi gibran kaesang anwar usman lapor kpk duga nepotisme erick paat koordinator tim bela demokrasi indonesia erick kuasa hukum politis pdip emir moeis suap proyek pltu tarah lampung,neutral
edar info wag bhw akuisisi jokowi sdh selesai rapimnas plt tum agk selenggara munas bs ak sy munaslub tum bl waketum agk ketua hari bs wanbin jkwgibran selamat jk,edar info wag bhw akuisisi jokowi sdh selesai rapimnas plt tum agk selenggara munas munaslub tum waketum agk ketua hari wanbin jkwgibran selamat,positive
alas kpu terima gibran cawapres surat jokowi,alas kpu terima gibran cawapres surat jokowi,positive
kembang umkm perintah jokowi dukung bantu modal kur pasar umkm kelas gibran hots rp bisseck malming sterling,kembang umkm perintah jokowi dukung bantu modal kur pasar umkm kelas gibran hots bisseck malming sterling,positive
isux pasu tanah jokowi berat adu roy suryo ranah hukum tuduh roy suryo akun fufufafa katax milik gibran mantul track recordrekam jejak,isux pasu tanah jokowi berat adu roy suryo ranah hukum tuduh roy suryo akun fufufafa katax milik gibran mantul track recordrekam jejak,negative
capres calon terus raja ngibul jt lapker dll presd ga ya janji prabowo gibran tambah gaji guru jtbl bangun jt rumah apartemen rakyat makan susu gratis misi visi citra gratis fasilitas negara,capres calon terus raja ngibul lapker dll presd janji prabowo gibran tambah gaji guru jtbl bangun rumah apartemen rakyat makan susu gratis misi visi citra gratis fasilitas negara,neutral
lengkap ya presiden serta iriana wapres marufamin serta presiden pilih wapres pilih cah bagus tweet serta istri potong tumpeng tni prima,lengkap presiden serta iriana wapres marufamin serta presiden pilih wapres pilih cah bagus tweet serta istri potong tumpeng tni prima,neutral
perintah jokowi maju signifikan perintah presiden jokowi maju signifikan bangun infrastruktur maju kontribusi tumbuh ekonomi indonesia gibran hots rp bisseck,perintah jokowi maju signifikan perintah presiden jokowi maju signifikan bangun infrastruktur maju kontribusi tumbuh ekonomi indonesia gibran hots bisseck,neutral
ketua hari dpp gerindra sufmi dasco ahmad respons isu presiden jokowi tolak pdi juang masuk kabinet perintah prabowogibran nyata,ketua hari dpp gerindra sufmi dasco ahmad respons isu presiden jokowi tolak pdi juang masuk kabinet perintah prabowogibran nyata,neutral
joko widodo jokowi tolak dewan timbang presiden wantimpres perintah presiden wakil presiden periode prabowo subianto gibran rakabuming raka jabat presiden jokowi pulang,joko widodo jokowi tolak dewan timbang presiden wantimpres perintah presiden wakil presiden periode prabowo subianto gibran rakabuming raka jabat presiden jokowi pulang,negative
detikdetik prabowo subianto jemput gibran rakabuming temu presiden jokowi solo,detikdetik prabowo subianto jemput gibran rakabuming temu presiden jokowi solo,negative
list orang yamg ken lu pukulin kalo liat muka jokowi luhut gibran wowo,list orang yamg ken pukulin kalo liat muka jokowi luhut gibran wowo,neutral
ajak pilih pasang caprescawapres masyarakat coblos prabowogibran manifestasi lanjut jokowi golong masyarakat bodoh,ajak pilih pasang caprescawapres masyarakat coblos prabowogibran manifestasi lanjut jokowi golong masyarakat bodoh,positive
buah jatuh pohon gibran hina netizen sprt hal bpk jokowi  hina caci fitnah tanggap dg santai doa bpk bpk  pandai didik anak nya bravo dhe,buah jatuh pohon gibran hina netizen sprt hal bpk jokowi hina caci fitnah tanggap santai doa bpk bpk pandai didik anak nya bravo dhe,neutral
yes dukung bijak cepat kembang sektor riil daya umkm perintah jokowi mudah kredit usaha rakyat kur proses izin mudah gratis gibran hots rp bisseck,yes dukung bijak cepat kembang sektor riil daya umkm perintah jokowi mudah kredit usaha rakyat kur proses izin mudah gratis gibran hots bisseck,positive
buzzer ganjar lucu bikin narasi gibran lengser puan jd wapres prabowo akan musuh gibranpadahal kmrn hianati jokowi krn ga sudi presiden kyk prabowo cm jd wapres kmrn jokowi ajuin prabowoganjar tp tolak skrng,buzzer ganjar lucu bikin narasi gibran lengser puan wapres prabowo akan musuh gibranpadahal kmrn hianati jokowi krn sudi presiden kyk prabowo wapres kmrn jokowi ajuin prabowoganjar tolak skrng,positive
jokowi gibran bobby kaesang sel penjara,jokowi gibran bobby kaesang sel penjara,negative
prabowo temu jokowi solo jawa gibran makan siang,prabowo temu jokowi solo jawa gibran makan siang,negative
gaya gibran plek ketiplek jokowi keren lengkap konkret kosong melompong efektif kelabu orang,gaya gibran plek ketiplek jokowi keren lengkap konkret kosong melompong efektif kelabu orang,positive
tweet gak suka prabowo orang mesin cuci harta cendana gua gak tega kalo beliau hina kayak,tweet gak suka prabowo orang mesin cuci harta cendana gua gak tega kalo beliau hina kayak,negative
gibran fase ingin wujud ga peduli langgar atur bapak anak senang main simbolsimbol isyarat khas perilaku raja jawa selebrasi jokowi ejek prabowo,gibran fase ingin wujud peduli langgar atur bapak anak senang main simbolsimbol isyarat khas perilaku raja jawa selebrasi jokowi ejek prabowo,negative
prabowo jg nyerang jokowi  bikin ribut udah kalah adu domba prabowogibran dgn pura jd dukung prabowo lengserin gibran abis gitu prabowo wkwkw,prabowo nyerang jokowi bikin ribut udah kalah adu domba prabowogibran dgn pura dukung prabowo lengserin gibran abis gitu prabowo wkwkw,negative
momen lucu prabowo kenal wakil presiden pilih presiden jokowi mas gibran gegas salam rp,momen lucu prabowo kenal wakil presiden pilih presiden jokowi mas gibran gegas salam,positive
tuduh hina gibran simbol negara roy suryo ledek pasu tanah jokowi kayak fufufafa malas baca,tuduh hina gibran simbol negara roy suryo ledek pasu tanah jokowi kayak fufufafa malas baca,negative
moment unik wapres gibran sambut orang tua anak nya acara hut tni monas celetuk gimana ya acara negara acara keluarga nya blm uu  larang colek bang,moment unik wapres gibran sambut orang tua anak nya acara hut tni monas celetuk gimana acara negara acara keluarga nya blm larang colek bang,neutral
alas  bantahtuk tahan wapres pilih sifat akun fufufafa sifat gibran so keluarga jokowi budakoligarki,alas bantahtuk tahan wapres pilih sifat akun fufufafa sifat gibran keluarga jokowi budakoligarki,negative
prabowogibran presiden jokowi wakil presiden ma ruf amin hadir hut tentara nasional indonesia moga tni jaya sejahtera merdeka,prabowogibran presiden jokowi wakil presiden ruf amin hadir hut tentara nasional indonesia moga tni jaya sejahtera merdeka,positive
teddy prabowo mas gibran mas diet dll foto pake hp orang,teddy prabowo mas gibran mas diet dll foto pake orang,neutral
aja ad  bain ganjar nolak pildun u nolak pildun ga dapet tiket nyapres rakyat jokowi gibran ngamuk gara penting pribadi impi anak bangsa main pildun gagalya ad aja  bain tugas partai,aja bain ganjar nolak pildun nolak pildun dapet tiket nyapres rakyat jokowi gibran ngamuk gara penting pribadi impi anak bangsa main pildun gagalya aja bain tugas partai,negative
presiden jokowi mata dr muh basir m ketua pcnu kab pangkep sulawesi selatan simak gaess gibran hots rp bisseck,presiden jokowi mata muh basir ketua pcnu kab pangkep sulawesi selatan simak gaess gibran hots bisseck,negative
jokowi hadir lantik prabowogibran,jokowi hadir lantik prabowogibran,negative
narasumber pekan gtgt jokowi hitung gibran ujung tanduk demo pekan tonton youtube ilc,narasumber pekan gtgt jokowi hitung gibran ujung tanduk demo pekan tonton youtube ilc,neutral
maju ekonomi indonesia hasil kerja keras hasil kerja keras dedikasi maju bangsa indonesia presiden jokowi apresiasi gibran hots rp bisseck,maju ekonomi indonesia hasil kerja keras hasil kerja keras dedikasi maju bangsa indonesia presiden jokowi apresiasi gibran hots bisseck,positive
bukti tambang desa mandalle aktivitas polisi kab gowa tangan tambang ilegal gowa polri tweet,bukti tambang desa mandalle aktivitas polisi kab gowa tangan tambang ilegal gowa polri tweet,neutral
bikin ngikikgtgtgt,bikin ngikikgtgtgt,negative
fakta bhw mayoritas masyarakat indonesia puas senang jokowi gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,fakta bhw mayoritas masyarakat indonesia puas senang jokowi gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,negative
presiden joko widodo jokowi pilih tidur siang agenda kali surakarta solo lantik prabowo subiantogibran rakabuming pulang solo tidur jokowi kekeh,presiden joko widodo jokowi pilih tidur siang agenda kali surakarta solo lantik prabowo subiantogibran rakabuming pulang solo tidur jokowi kekeh,negative
anies hebat pas jubir jokowi dolo mas tweet ga kerja anies jd jubirnya pas udah jd wapres selagi free transfer alias ngangur sayang bakat anies siasiakan jd anggur gin takut omonomon lukis,anies hebat pas jubir jokowi dolo mas tweet kerja anies jubirnya pas udah wapres selagi free transfer alias ngangur sayang bakat anies siasiakan anggur gin takut omonomon lukis,positive
periksa milik akun fufufafa cenderung kesakitjiwaanya jubir presiden gus dur gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,periksa milik akun fufufafa cenderung kesakitjiwaanya jubir presiden gus dur gtgt jokowi hitung gibran ujung tanduk demo pekan lengkap tonton youtube ilc,negative
ahok ngerujak dukung pedes bgt bukti gibran kerja walikota jokowi kerja sdh pilih sesuai harap bawa mati sesal sila bawa mati cocot legend,ahok ngerujak dukung pedes bgt bukti gibran kerja walikota jokowi kerja sdh pilih sesuai harap bawa mati sesal sila bawa mati cocot legend,negative
jelang lantik presidenwakil presiden oktober edar kabar presiden jokowi tolak kader pdi juang masuk kabinet prabowogibran,jelang lantik presidenwakil presiden oktober edar kabar presiden jokowi tolak kader pdi juang masuk kabinet prabowogibran,negative
tani gibran prabowo temu jokowi rumah solo,tani gibran prabowo temu jokowi rumah solo,negative
jokowi amp gibran hadir acara lantik presiden prabowo subianto tahu hadir,jokowi amp gibran hadir acara lantik presiden prabowo subianto tahu hadir,negative
caracara wartawan ya jokowi gibran almas,caracara wartawan jokowi gibran almas,negative
oktober antar jokowi wangsul ten solo,oktober antar jokowi wangsul ten solo,neutral
bukti jokowi menang pdip pdip  menang faktor jokowi gibran rakabuming raka terima putus golkar aju cawapres prabowo,bukti jokowi menang pdip pdip menang faktor jokowi gibran rakabuming raka terima putus golkar aju cawapres prabowo,negative
prabowo makan malam jokowi udah baris musuh tantrum krn adu domba gagal total udah narasi podcast prabowo tinggal jokowi min prabowo makan malam gibran biar kaum adu domba tantrum,prabowo makan malam jokowi udah baris musuh tantrum krn adu domba gagal total udah narasi podcast prabowo tinggal jokowi min prabowo makan malam gibran biar kaum adu domba tantrum,neutral
orang sungguh rusak nama jokowi kira jokowi senang paksa gibran cawapres percaya publik turun karir politik gibran cepat rontok puji kadang jerumus,orang sungguh rusak nama jokowi kira jokowi senang paksa gibran cawapres percaya publik turun karir politik gibran cepat rontok puji kadang jerumus,negative
jalan presiden jokowi gibran najis sistem demokrasi anut,jalan presiden jokowi gibran najis sistem demokrasi anut,negative
 gibran solo jokowi pas walkot program umkm kaki liat event bikin bazar bangun pasar jd wajar orang ngerasain langsung aneh gak presiden level solo,gibran solo jokowi pas walkot program umkm kaki liat event bikin bazar bangun pasar wajar orang ngerasain langsung aneh gak presiden level solo,negative
marak spanduk terima kasih jokowi selamat prabowogibran amat emas emas,marak spanduk terima kasih jokowi selamat prabowogibran amat emas emas,positive
ucap terima kasih ataa kepeminpinan presiden joko widodo kalang nusantara apresiasi banggan cinta jokowi ungkap ucap gibran hots rp bisseck,ucap terima kasih ataa kepeminpinan presiden joko widodo kalang nusantara apresiasi banggan cinta jokowi ungkap ucap gibran hots bisseck,positive
kadang gw mikir brengsek jokowi gibran pengaruh istriistrinya  diemdiem doang,kadang mikir brengsek jokowi gibran pengaruh istriistrinya diemdiem doang,negative
bobby tokoh nasional gibran wapres kaesang tum parpol jokowi anggap negarawan jurus prabowo bingkai patriot sejati konon soeharto gari pahlawan standar wajar bangsa padan iq rataratanya alias jongkok banget,bobby tokoh nasional gibran wapres kaesang tum parpol jokowi anggap negarawan jurus prabowo bingkai patriot sejati konon soeharto gari pahlawan standar wajar bangsa padan rataratanya alias jongkok banget,positive
presiden pilih prabowo subianto kenal wakil presiden pilih gibran rakabuming raka presiden jokowi negara iriana momen tanda temu sejarah politik indonesia warna hangat hormat generasi,presiden pilih prabowo subianto kenal wakil presiden pilih gibran rakabuming raka presiden jokowi negara iriana momen tanda temu sejarah politik indonesia warna hangat hormat generasi,negative
rl fakta laksana dunia medsos x wakil rakyat mayoritas indonesia catat nama presiden baik sejarah indonesia lanjut presiden pilih n tweet optimis,fakta laksana dunia medsos wakil rakyat mayoritas indonesia catat nama presiden baik sejarah indonesia lanjut presiden pilih tweet optimis,neutral
terimakasih colek pengaruh medsos xland sejajar presiden presiden pilih ketua ri ri kangmas dsb tweet tau aja kader juang,terimakasih colek pengaruh medsos xland sejajar presiden presiden pilih ketua kangmas dsb tweet tau aja kader juang,negative
momen lucu bangga dinasti pilih rakyat sikap profesional mas tweet pa kenal wapresnya pd pa tpi jan ethes profesional ketemu ayah kakek,momen lucu bangga dinasti pilih rakyat sikap profesional mas tweet kenal wapresnya tpi jan ethes profesional ketemu ayah kakek,positive
berkat kerja keras presiden jokowi jajar ekonomi indonesia tangguh tantang global gibran hots rp bisseck,berkat kerja keras presiden jokowi jajar ekonomi indonesia tangguh tantang global gibran hots bisseck,positive
sehat pimpin bangsa moment prabowo gibran presiden jokowi hut tni kemarin nya orang belah gak tegur sapa,sehat pimpin bangsa moment prabowo gibran presiden jokowi hut tni kemarin nya orang belah gak tegur sapa,negative
momen debar jelang pensiun jokowi spt acara usaha hapus bukti gibran tdk libat jejak fufufafa strategi hilang jejak tren istana baca thread lengkap,momen debar jelang pensiun jokowi spt acara usaha hapus bukti gibran tdk libat jejak fufufafa strategi hilang jejak tren istana baca thread lengkap,neutral
investasi jawa tingkat spirit bangun indonesia sentris ala jokowi sesuai ekspektasi gibran hots rp bisseck sterling beby,investasi jawa tingkat spirit bangun indonesia sentris ala jokowi sesuai ekspektasi gibran hots bisseck sterling beby,neutral
tindak jokowi benarbenar nalar amat kunjung hotel kumpul prabowogibran,tindak jokowi benarbenar nalar amat kunjung hotel kumpul prabowogibran,neutral
sri mulyani berkat fondasi kuat waris jokowi prabowogibran lanjut bangun,sri mulyani berkat fondasi kuat waris jokowi prabowogibran lanjut bangun,positive
presiden joko widodo jokowi ungkap rencanabertolak solo jawa lantik presiden wakil presiden pilih prabowo subiantogibran rakabuming minggu jokowi langsung istirahat sampa kota lahir,presiden joko widodo jokowi ungkap rencanabertolak solo jawa lantik presiden wakil presiden pilih prabowo subiantogibran rakabuming minggu jokowi langsung istirahat sampa kota lahir,negative
pakar hukum tata negara bukti jokowi salahgunakan wewenang penting gibran,pakar hukum tata negara bukti jokowi salahgunakan wewenang penting gibran,positive
presiden jokowi cawecawe kait kabinet perintah pimpin prabowogibran intervensi hal intervensi jokowi buka,presiden jokowi cawecawe kait kabinet perintah pimpin prabowogibran intervensi hal intervensi jokowi buka,negative
bayang betapa berat beban  jokowi kpd prof mhd hasan hrt memang lindung sukses gibran ya,bayang betapa berat beban jokowi kpd prof mhd hasan hrt memang lindung sukses gibran,positive
jhon dungu tololl bgni otak empat sj dstu gibran blm dlantik kocak wajar jokowi maruf d dpan duduk krna status msih presiden prabowo sbagai menhan dongomuuu cokk,jhon dungu tololl bgni otak empat dstu gibran blm dlantik kocak wajar jokowi maruf dpan duduk krna status msih presiden prabowo sbagai menhan dongomuuu cokk,positive
pratikno menko pmk kabinet prabowo amat titip jokowi jaga gibran,pratikno menko pmk kabinet prabowo amat titip jokowi jaga gibran,negative
jokowi gibran kerja keluarga mulyono rakyat tonton gigit jari jabat orangorang lingkung keluarga jokowi cc,jokowi gibran kerja keluarga mulyono rakyat tonton gigit jari jabat orangorang lingkung keluarga jokowi,negative
gibran titip prabowo misi estafet kuasa jokowi dgn prabowo boneka  notabene prabowo untung krn syahwat orang nomor nyata sisa usia telpon teman ina blg pilih anies tp,gibran titip prabowo misi estafet kuasa jokowi dgn prabowo boneka notabene prabowo untung krn syahwat orang nomor nyata sisa usia telpon teman ina blg pilih anies,negative
temu menit jokowi prabowo gibran solo,temu menit jokowi prabowo gibran solo,negative
adakan temu prabowo muslim arbi jokowi jamin gibran turun jalan,adakan temu prabowo muslim arbi jokowi jamin gibran turun jalan,negative
just a reminder rakyat indonesia menang prabowogibran suka prabowo lanjut jokowi jokowi persepsi dukung ganjar ganjar prediksi menang jokowi dukung anies anies menang,just reminder rakyat indonesia menang prabowogibran suka prabowo lanjut jokowi jokowi persepsi dukung ganjar ganjar prediksi menang jokowi dukung anies anies menang,positive
jokowi gara gara sampean jd presiden gibran gara gara sampean tri asli ga daulat apa  bangga,jokowi gara gara sampean presiden gibran gara gara sampean tri asli daulat apa bangga,negative
capai presiden kurang miskin buah hasil gibran hots rp bisseck sterling beby,capai presiden kurang miskin buah hasil gibran hots bisseck sterling beby,negative
 penasaran erick thohir ketua timses prabowogibran ketua timses jokowimakruf amin pilpres kecewa pakdhe situ,penasaran erick thohir ketua timses prabowogibran ketua timses jokowimakruf amin pilpres kecewa pakdhe situ,negative
tweet,tweet,neutral
sm lucas udah kaya jokowi gibran,lucas udah kaya jokowi gibran,positive
terima kasih jokowi selamat tugas prabowo mas gibran,terima kasih jokowi selamat tugas prabowo mas gibran,positive
era pimpin presiden jokowi periode kenal emas bangun infrastruktur indonesia jokowi letak fondasi kuat cepat bangun sektor infrastruktur gibran hots rp bisseck,era pimpin presiden jokowi periode kenal emas bangun infrastruktur indonesia jokowi letak fondasi kuat cepat bangun sektor infrastruktur gibran hots bisseck,positive
